path,distribution,family,util_bucket,n_tasks,U_total,overloaded,dm_schedulable,edf_schedulable,edf_checked_points,edf_worst_violation,sim_horizon,sim_dm_missed_total,sim_edf_missed_total
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_0.csv,automotive-utilDist,automotive-perDist,0.10,17,0.083832,0,1,1,40,-48300,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_1.csv,automotive-utilDist,automotive-perDist,0.10,9,0.053452,0,1,1,100,-19860,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_10.csv,automotive-utilDist,automotive-perDist,0.10,7,0.09356,0,1,1,20,-91840,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_11.csv,automotive-utilDist,automotive-perDist,0.10,9,0.13917,0,1,1,100,-18940,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_12.csv,automotive-utilDist,automotive-perDist,0.10,11,0.096323,0,1,1,100,-19670,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_13.csv,automotive-utilDist,automotive-perDist,0.10,12,0.09777,0,1,1,200,-9700,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_14.csv,automotive-utilDist,automotive-perDist,0.10,16,0.095218,0,1,1,100,-19850,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_15.csv,automotive-utilDist,automotive-perDist,0.10,11,0.108197,0,1,1,20,-92540,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_16.csv,automotive-utilDist,automotive-perDist,0.10,12,0.116289,0,1,1,40,-49820,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_17.csv,automotive-utilDist,automotive-perDist,0.10,9,0.0653,0,1,1,40,-49071,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_18.csv,automotive-utilDist,automotive-perDist,0.10,13,0.058739,0,1,1,20,-97750,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_19.csv,automotive-utilDist,automotive-perDist,0.10,6,0.064324,0,1,1,20,-97390,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_2.csv,automotive-utilDist,automotive-perDist,0.10,7,0.04967,0,1,1,20,-98100,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_20.csv,automotive-utilDist,automotive-perDist,0.10,11,0.10801,0,1,1,20,-93680,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_21.csv,automotive-utilDist,automotive-perDist,0.10,19,0.067441,0,1,1,20,-96020,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_22.csv,automotive-utilDist,automotive-perDist,0.10,7,0.095696,0,1,1,40,-49090,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_23.csv,automotive-utilDist,automotive-perDist,0.10,13,0.083295,0,1,1,20,-92620,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_24.csv,automotive-utilDist,automotive-perDist,0.10,4,0.05811,0,1,1,20,-96930,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_25.csv,automotive-utilDist,automotive-perDist,0.10,7,0.09811,0,1,1,20,-90510,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_26.csv,automotive-utilDist,automotive-perDist,0.10,8,0.08469,0,1,1,40,-49090,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_27.csv,automotive-utilDist,automotive-perDist,0.10,12,0.096225,0,1,1,100,-19380,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_28.csv,automotive-utilDist,automotive-perDist,0.10,12,0.03993,0,1,1,40,-49120,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_29.csv,automotive-utilDist,automotive-perDist,0.10,14,0.10639,0,1,1,20,-92730,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_3.csv,automotive-utilDist,automotive-perDist,0.10,9,0.09556,0,1,1,120,-19560,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_30.csv,automotive-utilDist,automotive-perDist,0.10,14,0.090951,0,1,1,20,-92260,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_31.csv,automotive-utilDist,automotive-perDist,0.10,17,0.079749,0,1,1,100,-19480,2000000,0,0
data/output/automotive-utilDist/automotive-perDist/1-core/25-task/0-jitter/0.10-util/tasksets/automotive_32.csv,automotive-utilDist,automotive-perDist,0.10,12,0.107792,0,1,1,40,-46860,2000000,0,0
